DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-09-16	28703135	Ruamviboonsuk P	2017-07-13	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28703135	Genome-wide association study of neovascular age-related macular degeneration in the Thai population.	Neovascular age-related macular degeneration	377 Thai ancestry cases, 1,074 Thai ancestry controls	222 Thai ancestry cases, 623 Thai ancestry controls	10q26.13	10	122454932	ARMS2	ARMS2, LOC105378525			387715, 105378525			rs10490924-A	rs10490924	0	10490924	missense_variant	0	0.36	7E-17	16.154901959985743		2.12	[1.79-2.51]	Illumina [958497]	N	age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004737	Genome-wide genotyping array
2017-09-16	28703135	Ruamviboonsuk P	2017-07-13	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28703135	Genome-wide association study of neovascular age-related macular degeneration in the Thai population.	Neovascular age-related macular degeneration	377 Thai ancestry cases, 1,074 Thai ancestry controls	222 Thai ancestry cases, 623 Thai ancestry controls	1q31.3	1	196710325	CFH	CFH			3075			rs10737680-C	rs10737680	0	10737680	intron_variant	0	0.45	2E-6	5.698970004336019		1.53	[1.29-1.82]	Illumina [958497]	N	age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004737	Genome-wide genotyping array
2017-09-16	28703135	Ruamviboonsuk P	2017-07-13	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28703135	Genome-wide association study of neovascular age-related macular degeneration in the Thai population.	Neovascular age-related macular degeneration	377 Thai ancestry cases, 1,074 Thai ancestry controls	222 Thai ancestry cases, 623 Thai ancestry controls	10q26.13	10	122461028	HTRA1	LOC105378525			105378525			rs11200638-A	rs11200638	0	11200638	regulatory_region_variant	0	0.36	5E-17	16.30102999566398		2.12	[1.79-2.51]	Illumina [958497]	N	age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004737	Genome-wide genotyping array
2017-09-16	28703135	Ruamviboonsuk P	2017-07-13	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28703135	Genome-wide association study of neovascular age-related macular degeneration in the Thai population.	Neovascular age-related macular degeneration	377 Thai ancestry cases, 1,074 Thai ancestry controls	222 Thai ancestry cases, 623 Thai ancestry controls	1q31.3	1	196673103	CFH	CFH			3075			rs800292-G	rs800292	0	800292	missense_variant	0	0.58	3E-8	7.522878745280337		1.67	[1.40-1.99]	Illumina [958497]	N	age-related macular degeneration, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004737	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to geographic atrophy form in age-related macular degeneration	615 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA				CFH							CFH-?	CFH	0			1	NR	1E-25	25.0				Illumina [8974355] (imputed)	N	atrophic macular degeneration, disease progression measurement	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0008336	GCST005360	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to geographic atrophy form in age-related macular degeneration	615 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA				ARMS2, HTRA1							ARMS2-HTRA1-?	ARMS2-HTRA1	0			1	NR	1E-25	25.0				Illumina [8974355] (imputed)	N	atrophic macular degeneration, disease progression measurement	http://www.ebi.ac.uk/efo/EFO_1001492, http://www.ebi.ac.uk/efo/EFO_0008336	GCST005360	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to choroidal neovascularization form in age-related macular degeneration	508 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA				CFH							CFH-?	CFH	0			1	NR	1E-25	25.0				Illumina [8974355] (imputed)	N	disease progression measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0004683	GCST005358	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to choroidal neovascularization form in age-related macular degeneration	508 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA				ARMS2, HTRA1							ARMS2-HTRA1-?	ARMS2-HTRA1	0			1	NR	1E-25	25.0				Illumina [8974355] (imputed)	N	disease progression measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0004683	GCST005358	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	1q31.3	1	196690107	CFH	CFH			3075			rs1061170-?	rs1061170	0	1061170	missense_variant	0	0.371	5E-67	66.30102999566398		2.78	[2.5-3.13]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	10q26.13	10	122454932	ARMS2, HTRA1	ARMS2, LOC105378525			387715, 105378525			rs10490924-T	rs10490924	0	10490924	missense_variant	0	.206	7E-47	46.15490195998574		2.52	[2.24-2.83]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	19p13.3	19	6718376	C3	C3			718			rs2230199-C	rs2230199	0	2230199	missense_variant	0	.19	5E-13	12.301029995663981		1.83	[1.56-2.14]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	6p21.33	6	31946403	CFB	CFB			629			rs641153-?	rs641153	0	641153	stop_gained	0	0.899	2E-9	8.698970004336019		2.13	[1.69-2.7]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	4q25	4	109737911	CFI	CFI			3426			rs10033900-T	rs10033900	0	10033900	intron_variant	0	.463	4E-6	5.3979400086720375		1.32	[1.17-1.48]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	6q25.3	6	159650127	SOD2	LOC105378085 - SOD2	105378085	6648		45470	28937	rs2842992-?	rs2842992	0	2842992	intergenic_variant	1	0.203	3E-7	6.522878745280337		1.43	[1.25-1.64]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	18q23	18	77147088	MBP	MBP - GALR1	4155	2587		13380	102964	rs1789110-?	rs1789110	0	1789110	regulatory_region_variant	1	0.375	4E-7	6.3979400086720375		1.33	[1.19-1.49]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	8p23.3	8	566479	C80rf42	TDRP - ERICH1	157695	157697		20698	48258	rs722782-?	rs722782	0	722782	intergenic_variant	1	0.894	2E-6	5.698970004336019		1.67	[1.35-2.08]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to choroidal neovascularization form in age-related macular degeneration	508 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA	1q25.1	1	175376467	TNR	TNR			7143			rs58978565-CAGAGT	rs58978565	0	58978565	intron_variant	0	0.36	2E-8	7.698970004336019		1.51		Illumina [8974355] (imputed)	N	disease progression measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0004683	GCST005358	Genome-wide genotyping array
2018-03-12	29346644	Yan Q	2018-01-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29346644	Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.	Disease progression to choroidal neovascularization form in age-related macular degeneration	508 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	NA	16p13.13	16	10491493	ATF7IP2	ATF7IP2 - RNU6-633P	80063	106481381		7853	4777	rs28368872-A	rs28368872	0	28368872	intergenic_variant	1	0.12	3E-8	7.522878745280337		1.69		Illumina [8974355] (imputed)	N	disease progression measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0004683	GCST005358	Genome-wide genotyping array
2018-09-19	30054556	Akiyama M	2018-07-27	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30054556	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	Response to ranibizumab in age-related macular degeneration (exudative)	361 Japanese ancestry responder cases, 73 Japanese ancestry non-responder controls	363 Japanese ancestry responder cases, 122 Japanese ancestry non-responder controls	14q22.3	14	57220928	EXOC5	EXOC5			10640			rs75165563-C	rs75165563	0	75165563	intron_variant	0	0.070	7E-7	6.154901959985743		3.28	[2.02-5.33]	Illumina [6826359] (imputed)	N	response to ranibizumab, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008348, http://www.ebi.ac.uk/efo/EFO_0004683	GCST006277	Genome-wide genotyping array
2018-09-19	30054556	Akiyama M	2018-07-27	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30054556	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	Response to ranibizumab in age-related macular degeneration (exudative)	361 Japanese ancestry responder cases, 73 Japanese ancestry non-responder controls	363 Japanese ancestry responder cases, 122 Japanese ancestry non-responder controls	10q22.3	10	77371216	KCNMA1	KCNMA1-AS3, KCNMA1			101929286, 3778			rs76150532-A	rs76150532	0	76150532	intron_variant	0	0.086	2E-6	5.698970004336019		2.6	[1.74-3.88]	Illumina [6826359] (imputed)	N	response to ranibizumab, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008348, http://www.ebi.ac.uk/efo/EFO_0004683	GCST006277	Genome-wide genotyping array
2018-09-19	30054556	Akiyama M	2018-07-27	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30054556	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	Response to ranibizumab in age-related macular degeneration (exudative)	361 Japanese ancestry responder cases, 73 Japanese ancestry non-responder controls	363 Japanese ancestry responder cases, 122 Japanese ancestry non-responder controls	3q12.3	3	102470325	ZPLD1	ZPLD1			131368			rs17822656-G	rs17822656	0	17822656	intron_variant	0	0.098	2E-6	5.698970004336019		2.66	[1.76-4.00]	Illumina [6826359] (imputed)	N	response to ranibizumab, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008348, http://www.ebi.ac.uk/efo/EFO_0004683	GCST006277	Genome-wide genotyping array
2018-09-19	30054556	Akiyama M	2018-07-27	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30054556	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	Response to ranibizumab in age-related macular degeneration (exudative)	361 Japanese ancestry responder cases, 73 Japanese ancestry non-responder controls	363 Japanese ancestry responder cases, 122 Japanese ancestry non-responder controls	12q22	12	94056796	PLXNC1	LOC105369913 - LOC441644	105369913	441644		8758	83140	rs17296444-T	rs17296444	0	17296444	intergenic_variant	1	0.102	7E-6	5.154901959985743		2.43	[1.64-3.59]	Illumina [6826359] (imputed)	N	response to ranibizumab, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008348, http://www.ebi.ac.uk/efo/EFO_0004683	GCST006277	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (geographic atrophy)	819 European ancestry geographic atrophy cases, 4,134 European ancestry controls	NA	6p21.33	6	31936027	C2	C2, C2-AS1			717, 102060414			rs9332739-?	rs9332739	0	9332739	stop_lost	0	0.955	1E-6	6.0		2.63	[1.79-3.85]	Affymetrix, Illumina [6036699] (imputed)	N	atrophic macular degeneration	http://www.ebi.ac.uk/efo/EFO_1001492	GCST001578	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	1q31.3	1	196690107	CFH	CFH			3075			rs1061170-?	rs1061170	0	1061170	missense_variant	0	0.371	1E-108	108.0		2.78	[2.5-3.03]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	6p21.33	6	31946403	CFB	CFB			629			rs641153-?	rs641153	0	641153	stop_gained	0	0.899	1E-17	17.0		2.22	[1.85-2.63]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	19p13.3	19	6718376	C3	C3			718			rs2230199-C	rs2230199	0	2230199	missense_variant	0	0.193	1E-12	12.0		1.61	[1.40-1.85]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	4q25	4	109737911	CF1	CFI			3426			rs10033900-T	rs10033900	0	10033900	intron_variant	0	0.463	6E-9	8.221848749616356		1.31	[1.19-1.44]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	6p21.33	6	31936027	C2	C2, C2-AS1			717, 102060414			rs9332739-?	rs9332739	0	9332739	stop_lost	0	0.955	2E-8	7.698970004336019		2.08	[1.61-2.7]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2012-08-15	22705344	Sobrin L	2012-06-15	Ophthalmology	www.ncbi.nlm.nih.gov/pubmed/22705344	Heritability and genome-wide association study to assess genetic differences between advanced age-related macular degeneration subtypes.	Age-related macular degeneration (choroidal neovascularisation)	1,775 European ancestry choroidal neovascularization cases, 4,134 European ancestry controls	4,515 European and unknown ancestry choroidal neovascularization cases, 15,240 European and unknown ancestry controls	10q26.13	10	122454932	ARMS2, HTRA1	ARMS2, LOC105378525			387715, 105378525			rs10490924-T	rs10490924	0	10490924	missense_variant	0	0.206	2E-138	137.69897000433602		3.67	[3.33-4.05]	Affymetrix, Illumina [6036699] (imputed)	N	wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	GCST001579	Genome-wide genotyping array
2017-09-29	28775256	Kawashima-Kumagai K	2017-08-03	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28775256	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	Laterality in neovascular age-related macular degeneration	803 Japanese ancestry unilateral cases, 321 Japanese ancestry bilateral cases	132 Japanese ancestry unilateral cases, 36 Japanese ancestry bilateral cases, 78 Asian ancestry unilateral cases, 24 Asian ancestry bilateral cases	2p16.3	2	48825116	STON1, GTF2A1L, LHCGR, FSHR	LOC105374594 - CTBP2P5	105374594	646936		13781	89949	rs4482537-C	rs4482537	0	4482537	intron_variant	1	0.3	3E-8	7.522878745280337		1.69	[1.40-2.03]	Illumina [581252]	N	laterality measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008372, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004813	Genome-wide genotyping array
2017-09-29	28775256	Kawashima-Kumagai K	2017-08-03	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28775256	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	Laterality in neovascular age-related macular degeneration	803 Japanese ancestry unilateral cases, 321 Japanese ancestry bilateral cases	132 Japanese ancestry unilateral cases, 36 Japanese ancestry bilateral cases, 78 Asian ancestry unilateral cases, 24 Asian ancestry bilateral cases	10q26.13	10	122467114	HTRA1, ARMS2	HTRA1			5654			rs2284665-T	rs2284665	0	2284665	intron_variant	0	0.4	2E-9	8.698970004336019		1.724138	[1.45-2.04]	Illumina [581252]	N	laterality measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008372, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004813	Genome-wide genotyping array
2017-09-29	28775256	Kawashima-Kumagai K	2017-08-03	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28775256	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	Laterality in neovascular age-related macular degeneration	803 Japanese ancestry unilateral cases, 321 Japanese ancestry bilateral cases	132 Japanese ancestry unilateral cases, 36 Japanese ancestry bilateral cases, 78 Asian ancestry unilateral cases, 24 Asian ancestry bilateral cases	13q14.11	13	39504403	LHFP	LHFP			10186			rs8002574-C	rs8002574	0	8002574	intron_variant	0	0.88	1E-6	6.0	(Adjusted)	2.27	[1.64-3.13]	Illumina [581252]	N	laterality measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008372, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004813	Genome-wide genotyping array
2008-06-16	17053108	Dewan A	2006-10-19	Science	www.ncbi.nlm.nih.gov/pubmed/17053108	HTRA1 promoter polymorphism in wet age-related macular degeneration.	Age-related macular degeneration (wet)	96 South East Asian ancestry cases, 130 South East Asian ancestry controls	NA	10q26.13	10	122461028	HTRA1	LOC105378525			105378525			rs11200638-A	rs11200638	0	11200638	regulatory_region_variant	0	NR	8E-12	11.096910013008056		1.6	[0.71-3.61]	Affymetrix [97824]	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST000006	Genome-wide genotyping array
2008-06-16	15761122	Klein RJ	2005-03-10	Science	www.ncbi.nlm.nih.gov/pubmed/15761122	Complement factor H polymorphism in age-related macular degeneration.	Age-related macular degeneration	96 European ancestry cases, 50 European ancestry controls	NA	1q31.3	1	196731921	CFH	CFH			3075			rs380390-C	rs380390	0	380390	intron_variant	0	0.70 (HapMap CEU)	4E-8	7.3979400086720375		4.6	[2.0-11]	Affymetrix [103611]	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST000001	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	122 European ancestry cases, 86 European ancestry controls	1q31.3	1	196704863	CFHR4, CFHR5, KCNT2, CFH	CFH			3075			rs1831282-?	rs1831282	0	1831282	intron_variant	0	0.55	1E-31	31.0		2.38	[2.08-2.78]	Affymetrix [2543887] (imputed)	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001986	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	122 European ancestry cases, 86 European ancestry controls	6p21.33	6	31952140	RDBP, CFB, ATF6B, STK19	NELFE			7936			rs522162-?	rs522162	0	522162	3_prime_UTR_variant	0	0.93	2E-10	9.698970004336019		2.33	[1.82-3.03]	Affymetrix [2543887] (imputed)	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001986	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	122 European ancestry cases, 86 European ancestry controls	10q26.13	10	122454932	ARMS2, BTBD16, HTRA, PLEKHA1	ARMS2, LOC105378525			387715, 105378525			rs10490924-A	rs10490924	0	10490924	missense_variant	0	0.35	8E-27	26.096910013008056		2.28	[1.96-2.65]	Affymetrix [2543887] (imputed)	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001986	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	122 European ancestry cases, 86 European ancestry controls	17q22	17	57031373	intergenic	SCPEP1 - RNF126P1	59342	376412		24605	14105	rs6503782-?	rs6503782	0	6503782	intergenic_variant	1	0.51	2E-6	5.698970004336019		1.41	[1.22-1.61]	Affymetrix [2543887] (imputed)	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001986	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration (extreme sampling)	720 European ancestry grade 5 cases, 513 European ancestry grade 1 controls	70 European ancestry grade 5 cases, 73 European ancestry grade 1 controls	10q26.13	10	122455799	ARMS2, BTBD16, PLEKHA1, HTRA1	LOC105378525, ARMS2			105378525, 387715			rs3750848-C	rs3750848	0	3750848	intron_variant	0	0.37	3E-29	28.522878745280337		3.12	[2.55-3.80]	Affymetrix [2543887] (imputed)	N	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001987	Genome-wide genotyping array
