DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	31345265	HLA-C	HLA-B, HLA-B, HLA-B, HLA-B, HLA-B, HLA-B			ENSG00000228964, ENSG00000223532, ENSG00000234745, ENSG00000232126, ENSG00000224608, ENSG00000206450			rs115437294-A	rs115437294	1	2442732	intron_variant	0		1E-8	8.0		1.08	[1.05-1.10]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	22q13.2	22	40631815	DNAJB7, LOC101927257, MCHR1, MIR4766, MKL1, RBX1, SLC25A17, ST13, XPNPEP3	MKL1			ENSG00000196588			rs133047-T	rs133047	0	133047	intron_variant	0		1E-8	8.0		1.1	[1.06-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32423415	BTNL2, C6orf10, HCG23, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6	AL662796.1 - HLA-DRA	ENSG00000225914	ENSG00000234794		15652	16427	rs114882497-T	rs114882497	1	3135357	intergenic_variant	1		2E-16	15.698970004336019		1.13	[1.10-1.17]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32570699	HLA-DQA1, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6	HLA-DRB6 - HLA-DRB1	ENSG00000229391	ENSG00000196126		10677	8070	rs111639056-?	rs111639056	0	111639056	intron_variant	1		2E-15	14.698970004336019		1.1494253	[1.11-1.19]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.2	6	26533796	intergenic	HCG11 - HMGN4	ENSG00000228223	ENSG00000182952		6392	4609	rs6939532-?	rs6939532	0	6939532	regulatory_region_variant	1		2E-15	14.698970004336019		1.1235955	[1.09-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	28610509	GPX5, GPX6, HCG14, LINC01556, LINC01623, LOC100129636, NKAPL, OR12D3, OR14J1, OR2B3, OR2J2, OR2J3, OR2W1, OR5V1, PGBD1, TRIM27, ZBED9, ZKSCAN3, ZKSCAN4, ZNF311, ZSCAN12, ZSCAN23, ZSCAN26, ZSCAN31	ZBED9, ZBED9			ENSG00000232040, ENSG00000248496			rs116663187-A	rs116663187	1	34388845	intron_variant	0		2E-15	14.698970004336019		1.11	[1.08-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32664882	HLA-DQB1	HLA-DQB1, HLA-DQB1, HLA-DQB1			ENSG00000179344, ENSG00000206302, ENSG00000225824			rs9274390-T	rs9274390	0	9274390	missense_variant	0		2E-14	13.698970004336019		1.13	[1.09-1.16]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32514520	HLA-DRB1, HLA-DRB5, HLA-DRB6	HLA-DRB9 - HLA-DRB5	ENSG00000226035	ENSG00000198502		41020	2823	rs184153866-A	rs184153866	0	184153866	intergenic_variant	1		2E-13	12.698970004336019		1.1	[1.08-1.13]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32368989	AGER, BTNL2, C6orf10, GPSM3, HCG23, HLA-DRA, NOTCH4, PBX2, RNF5, RNF5P1	C6orf10, C6orf10, C6orf10, C6orf10, C6orf10, C6orf10, C6orf10, C6orf10, AL662796.1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000225914			rs115558405-A	rs115558405	1	3129939	intron_variant	0		2E-13	12.698970004336019		1.12	[1.09-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	4q24	4	102225731	BANK1, SLC39A8	BANK1 - SLC39A8	ENSG00000153064	ENSG00000138821		150919	25310	rs35225200-?	rs35225200	0	35225200	intergenic_variant	1		2E-12	11.698970004336019		1.1363636	[1.1-1.18]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32185629	BTNL2, C6orf10, GPSM3, HCG23, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6, NOTCH4, PBX2	PBX2, PBX2, PBX2, PBX2, PBX2, PBX2, AL662884.1			ENSG00000237344, ENSG00000204304, ENSG00000206315, ENSG00000224952, ENSG00000232005, ENSG00000236353, ENSG00000273333			rs140865314-?	rs140865314	1	169504	3_prime_UTR_variant	0		2E-12	11.698970004336019		1.098901	[1.08-1.12]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	8q24.3	8	142231572	LINC00051, TSNARE1	TSNARE1			ENSG00000171045			rs4129585-A	rs4129585	0	4129585	intron_variant	0		2E-12	11.698970004336019		1.07	[1.05-1.09]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	14q32.33	14	103580497	APOPT1, BAG5, CKB, KLC1, LINC00637, MARK3, PPP1R13B, TRMT61A, XRCC3, ZFYVE21	APOPT1, AL139300.1, KLC1			ENSG00000256053, ENSG00000256500, ENSG00000126214			rs12887734-T	rs12887734	0	12887734	intron_variant	0		2E-12	11.698970004336019		1.08	[1.06-1.10]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	31352146	C6orf15, CCHCR1, CDSN, HCG22, HCG26, HCG27, HCP5, HLA-B, HLA-C, MICA, MIR6891, POU5F1, PSORS1C1, PSORS1C2, PSORS1C3, TCF19	HLA-B, HLA-B, HLA-B, HLA-B, HLA-B, HLA-B			ENSG00000228964, ENSG00000223532, ENSG00000234745, ENSG00000232126, ENSG00000224608, ENSG00000206450			rs36057735-C	rs36057735	0	36057735	intron_variant	0		2E-12	11.698970004336019		1.1	[1.07-1.13]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32627606	HLA-DQA1, HLA-DRB1, HLA-DRB5, HLA-DRB6	HLA-DRB1 - HLA-DQA1	ENSG00000196126	ENSG00000196735		37758	573	rs186129480-T	rs186129480	1	9271871	intergenic_variant	1		2E-12	11.698970004336019		1.1	[1.07-1.13]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32528783	HLA-DRB5	HLA-DRB5			ENSG00000198502			rs193267147-?	rs193267147	0	193267147	intron_variant	0		2E-11	10.698970004336019		1.2195122	[1.15-1.28]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32582101	HLA-DRB1, HLA-DRB5, HLA-DRB6	HLA-DRB1, HLA-DRB1, HLA-DRB1			ENSG00000206306, ENSG00000229074, ENSG00000196126			rs41293179-?	rs41293179	0	41293179	intron_variant	0		2E-11	10.698970004336019		1.1111112	[1.08-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	27856988	HIST1H1B, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4J, HIST1H4K, HIST1H4L, LINC01012, LOC100131289, OR2B2, OR2B6, TOB2P1, ZKSCAN4, ZKSCAN8, ZNF165, ZNF192P1, ZSCAN12P1, ZSCAN16, ZSCAN16-AS1, ZSCAN9	HIST1H2BN			ENSG00000233822			rs200986-?	rs200986	0	200986	intron_variant	0		2E-11	10.698970004336019		1.098901	[1.06-1.12]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	28230108	HIST1H1B, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3I, HIST1H3J, HIST1H4J, HIST1H4K, HIST1H4L, NKAPL, OR2B2, OR2B6, PGBD1, TOB2P1, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF192P1, ZSCAN12P1, ZSCAN16, ZSCAN16-AS1, ZSCAN26, ZSCAN31, ZSCAN9	ZSCAN9			ENSG00000137185			rs34787248-?	rs34787248	0	34787248	intron_variant	0		2E-11	10.698970004336019		1.0869565	[1.06-1.12]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	7p22.3	7	1845542	MAD1L1, MIR4655	AC104129.1, MAD1L1			ENSG00000176349, ENSG00000002822			rs140364877-?	rs140364877	0	140364877	non_coding_transcript_exon_variant	0		2E-11	10.698970004336019		1.0869565	[1.06-1.11]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	7q31.1	7	111258859	IMMP2L, LRRN3	IMMP2L			ENSG00000184903			rs13240464-T	rs13240464	0	13240464	intron_variant	0		2E-11	10.698970004336019		1.07	[1.05-1.09]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	31383745	HLA-B, MICA, MIR6891	HLA-S - AL645933.2	ENSG00000228179	ENSG00000272221		1457	10544	rs114291394-?	rs114291394	1	3020582	intergenic_variant	1		2E-10	9.698970004336019		1.0752687	[1.05-1.1]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	5q33.2	5	154301187	GALNT10	GALNT10			ENSG00000164574			rs11740474-?	rs11740474	0	11740474	intron_variant	0		2E-10	9.698970004336019		1.0638298	[1.04-1.09]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	16p13.12	16	13658499	intergenic	U91319.1 - U95743.1	ENSG00000262801	ENSG00000262267		95581	71638	rs12925872-T	rs12925872	0	12925872	intergenic_variant	1		2E-10	9.698970004336019		1.08	[1.05-1.10]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32243308	BTNL2, C6orf10, HCG23, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6, NOTCH4	NOTCH4 - AL662796.1	ENSG00000206312	ENSG00000225914		19241	11332	rs116460775-T	rs116460775	1	412657	intergenic_variant	1		2E-10	9.698970004336019		1.08	[1.06-1.11]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.33	6	30937536	DDR1, DPCR1, GTF2H4, MIR4640, SFTA2, VARS2	MUCL3, MUCL3, MUCL3, MUCL3, MUCL3, SFTA2, SFTA2, SFTA2, SFTA2, SFTA2, SFTA2			ENSG00000168631, ENSG00000232308, ENSG00000229284, ENSG00000257232, ENSG00000232251, ENSG00000225454, ENSG00000196260, ENSG00000224246, ENSG00000230072, ENSG00000237814, ENSG00000206465			rs114838832-A	rs114838832	1	3132571	intron_variant	0		2E-10	9.698970004336019		1.09	[1.06-1.11]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	11q25	11	133971139	IGSF9B	IGSF9B - AP000911.3	ENSG00000080854	ENSG00000255406		14154	55848	rs11223651-?	rs11223651	0	11223651	intergenic_variant	1		2E-9	8.698970004336019		1.0752687	[1.05-1.1]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
